IBGE;Estado_Municipio;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estado;DataCenso;DataCenso_2020;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;filter_$
410480;2;4104803309636;1;251;239;291;388;07/01/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;04/02/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;11/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;238;291;388;27/07/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;07/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;01/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;24/11/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;09/02/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;09/01/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;20/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;25/01/2013;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;238;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;06/05/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;253;239;291;388;17/04/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;12/06/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;03/09/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;10/09/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;254;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;24/11/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;07/11/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;252;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;05/02/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;258;237;291;388;11/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;2,00;4,00;;;1,00;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;252;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;20/02/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;11/04/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;12/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;09/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;253;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;254;239;291;388;19/01/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;25/02/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;24/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;238;291;388;05/01/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;15/01/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;252;239;291;388;31/10/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;13/07/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;255;239;291;388;14/12/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;253;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;12/03/2011;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;28/02/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;22/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;16/07/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;253;239;291;388;20/04/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;15/09/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;20/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;253;239;291;388;17/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;01/04/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;251;239;291;388;26/06/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;238;291;388;25/05/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;252;239;291;388;16/09/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;252;239;291;388;06/06/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;253;239;291;388;10/08/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;252;239;291;388;12/01/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;0;255;239;291;388;24/03/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;09/12/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;19/08/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;251;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309636;1;255;239;291;388;15/07/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;1,00;4,00;;1,00;;;;;;;;;;1,00;82,00;20,00;2,00;;;;;;;;;104,00;104;1
410480;2;4104803309638;0;251;239;291;388;05/11/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;252;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;253;239;291;388;09/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;24/06/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;254;239;291;388;26/11/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;257;237;291;388;24/09/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;2,00;4,00;;;1,00;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;10/11/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;16/05/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;254;239;291;388;03/09/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;253;239;291;388;09/06/2013;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;1;255;238;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;256;239;291;388;30/03/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;253;239;291;388;23/10/2013;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;07/11/2007;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;1;253;239;291;388;22/08/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;238;291;388;28/05/2015;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;252;239;291;388;10/08/2012;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;26/02/2014;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;252;239;291;388;10/08/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;253;239;291;388;12/02/2010;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;3,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;08/11/2018;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;254;239;291;388;24/02/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;2,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;1;251;239;291;388;11/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;01/10/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;22/04/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;1,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;01/03/2012;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;1;253;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;254;239;291;388;17/06/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;238;291;388;01/09/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;1;251;239;291;388;03/09/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;253;239;291;388;27/09/2007;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;238;291;388;24/10/2016;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;07/11/2019;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;251;239;291;388;05/02/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;4,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;04/08/2017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;1;252;239;291;388;03/08/2020;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;0,00;4,00;1,00;;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
410480;2;4104803309638;0;255;239;291;388;26/10/1017;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;0;0;31.08.2020;31/ago/20;5,00;1,00;4,00;;1,00;;;;;;;;;;1,00;42,00;20,00;2,00;;;;;;;;;64,00;64;1
